random_state_test_split,random_state_rf,score
9,50,0.9411675443301485
9,51,0.9334473372205749
9,52,0.9337405329679966
9,53,0.938821112724581
9,54,0.9321980829930878
9,55,0.937694179856225
9,56,0.9358336102198684
9,57,0.930114496604993
9,58,0.9337286346953486
9,59,0.9326504024436789
9,60,0.9390788751431045
9,61,0.932893820607951
9,62,0.939340199166924
9,63,0.927954039140828
9,64,0.9344211371719053
9,65,0.9351592946388025
9,66,0.9341001401310759
9,67,0.9388821063119703
9,68,0.9349255053495445
9,69,0.9362653041023274
9,70,0.9386220216431421
9,71,0.936871761050922
9,72,0.9403961299433955
9,73,0.9344673791043211
9,74,0.9364687940384566
9,75,0.9315813586421836
9,76,0.9345956241592354
9,77,0.9321474778494961
9,78,0.9386997796808175
9,79,0.9352386803641081
9,80,0.9319188336895683
9,81,0.932944831532745
9,82,0.9376288918238712
9,83,0.9418153717383957
9,84,0.9390774917071985
9,85,0.9366296369954871
9,86,0.9400130029193849
9,87,0.9338836849405261
9,88,0.9434307852969367
9,89,0.9372105131106497
9,90,0.9408188742477824
9,91,0.9342810593574322
9,92,0.932452941993171
9,93,0.9282729783355338
9,94,0.9311378916266533
9,95,0.9393940936956879
9,96,0.9370939852238417
9,97,0.9413124068533815
9,98,0.938708291735103
9,99,0.930417755667087
9,100,0.9331042263998296
10,0,0.9183003873830932
10,1,0.8884081179974225
10,2,0.9152380400886785
10,3,0.9327234270213846
10,4,0.9321139616742964
10,5,0.9069066891864059
10,6,0.9278626728698612
10,7,0.9258034258765576
10,8,0.9200963098706302
10,9,0.9248849897274475
10,10,0.9116168469813231
10,11,0.9116364058363884
10,12,0.9224518945949093
10,13,0.9192859541380675
10,14,0.9105397947920998
10,15,0.9183463964429873
10,16,0.9185456530394911
10,17,0.9215899624027278
10,18,0.9136286229403079
10,19,0.9294038119539879
10,20,0.9104402532483524
10,21,0.9087803755876835
10,22,0.9239477190416343
10,23,0.9278995503814933
10,24,0.9422158268745174
10,25,0.9127158555019506
10,26,0.9260082171528117
10,27,0.9329973310482252
10,28,0.9250653819211058
10,29,0.9069981638989674
10,30,0.9149729436011004
10,31,0.9133181661837468
10,32,0.9247328216229842
10,33,0.9144387740888044
10,34,0.930363867741793
10,35,0.9125982357860152
10,36,0.9169909561536363
10,37,0.9217043156604539
10,38,0.9188532669832261
10,39,0.9250781894524386
10,40,0.9177318800415456
10,41,0.9126594906990488
10,42,0.9357602520819398
10,43,0.9131204465044794
10,44,0.9385443532147216
10,45,0.9307539416488387
10,46,0.903884996925633
10,47,0.9055467983562916
10,48,0.9256218418811265
10,49,0.9286900282640154
10,50,0.9361496695977654
10,51,0.9192152403283931
10,52,0.9213098102580082
10,53,0.9302006729069415
10,54,0.9121182670694858
10,55,0.9135702443627145
10,56,0.9299661100611147
10,57,0.928241222855512
10,58,0.9232801303664426
10,59,0.9163619280373734
10,60,0.9181309672312896
10,61,0.9144003039705794
10,62,0.9204803448020669
10,63,0.934030158010695
10,64,0.9296329254971987
10,65,0.9262914662302051
10,66,0.9016503717823938
10,67,0.9224752710247204
