Code,Name,Year,Tenure,Number_of_households,Number_Confidence_Intervals,Percent_of_households_in_borough,Percent_Confidence_Intervals
W92000004,Wales,2013,Rented.from.Local.Authority.or.Housing.Association,202100,7600,15.1,0.6
S92000003,Scotland,2013,Rented.from.Local.Authority.or.Housing.Association,528800,14800,21.6,0.6
N92000002,Northern Ireland,2013,Rented.from.Local.Authority.or.Housing.Association,117200,10300,15.6,1.4
K02000001,UK,2013,Rented.from.Local.Authority.or.Housing.Association,4430000,54500,16.7,0.2
E09000001,City of London,2012,Rented.from.Local.Authority.or.Housing.Association,-,-,-,-
E09000002,Barking and Dagenham,2012,Rented.from.Local.Authority.or.Housing.Association,20700,3500,30.7,5.1
E09000003,Barnet,2012,Rented.from.Local.Authority.or.Housing.Association,15100,4700,10.6,3.3
E09000004,Bexley,2012,Rented.from.Local.Authority.or.Housing.Association,11600,3200,11.9,3.3
E09000005,Brent,2012,Rented.from.Local.Authority.or.Housing.Association,25500,4600,24.9,4.5
E09000006,Bromley,2012,Rented.from.Local.Authority.or.Housing.Association,18000,4700,13.3,3.5
E09000007,Camden,2012,Rented.from.Local.Authority.or.Housing.Association,36300,5300,33.4,4.8
E09000008,Croydon,2012,Rented.from.Local.Authority.or.Housing.Association,21900,5300,14.8,3.5
E09000009,Ealing,2012,Rented.from.Local.Authority.or.Housing.Association,16400,4900,13.8,4.1
E09000010,Enfield,2012,Rented.from.Local.Authority.or.Housing.Association,22300,5300,17.6,4.2
E09000011,Greenwich,2012,Rented.from.Local.Authority.or.Housing.Association,31300,5300,29.3,5
E09000012,Hackney,2012,Rented.from.Local.Authority.or.Housing.Association,45600,5800,40.7,5.2
E09000013,Hammersmith and Fulham,2012,Rented.from.Local.Authority.or.Housing.Association,24800,3800,32.9,5.1
E09000014,Haringey,2012,Rented.from.Local.Authority.or.Housing.Association,24400,4200,25,4.2
E09000015,Harrow,2012,Rented.from.Local.Authority.or.Housing.Association,6800,2600,7.6,2.9
E09000016,Havering,2012,Rented.from.Local.Authority.or.Housing.Association,12500,3600,12.4,3.5
E09000017,Hillingdon,2012,Rented.from.Local.Authority.or.Housing.Association,19600,4500,18.5,4.2
E09000018,Hounslow,2012,Rented.from.Local.Authority.or.Housing.Association,20100,4800,21.2,5.1
E09000019,Islington,2012,Rented.from.Local.Authority.or.Housing.Association,37300,5200,36,5
E09000020,Kensington and Chelsea,2012,Rented.from.Local.Authority.or.Housing.Association,23600,3200,34.2,4.6
E09000021,Kingston upon Thames,2012,Rented.from.Local.Authority.or.Housing.Association,8700,2500,13.3,3.8
E09000022,Lambeth,2012,Rented.from.Local.Authority.or.Housing.Association,44400,7700,32.7,5.7
E09000023,Lewisham,2012,Rented.from.Local.Authority.or.Housing.Association,34700,5800,28.9,4.8
E09000024,Merton,2012,Rented.from.Local.Authority.or.Housing.Association,12000,3400,14.5,4
E09000025,Newham,2012,Rented.from.Local.Authority.or.Housing.Association,26800,5600,23.4,4.9
E09000026,Redbridge,2012,Rented.from.Local.Authority.or.Housing.Association,8300,2800,8.4,2.8
E09000027,Richmond upon Thames,2012,Rented.from.Local.Authority.or.Housing.Association,7000,2500,8.7,3.1
E09000028,Southwark,2012,Rented.from.Local.Authority.or.Housing.Association,49900,6400,38.8,5
E09000029,Sutton,2012,Rented.from.Local.Authority.or.Housing.Association,8900,2800,11.2,3.6
E09000030,Tower Hamlets,2012,Rented.from.Local.Authority.or.Housing.Association,42800,6400,36.5,5.5
E09000031,Waltham Forest,2012,Rented.from.Local.Authority.or.Housing.Association,17800,4400,18.7,4.6
E09000032,Wandsworth,2012,Rented.from.Local.Authority.or.Housing.Association,18100,5100,14.4,4.1
E09000033,Westminster,2012,Rented.from.Local.Authority.or.Housing.Association,34600,5000,32.6,4.7
E13000001,Inner London,2012,Rented.from.Local.Authority.or.Housing.Association,443400,19400,31.3,1.4
E13000002,Outer London,2012,Rented.from.Local.Authority.or.Housing.Association,304400,17600,15.7,0.9
E12000001,North East,2012,Rented.from.Local.Authority.or.Housing.Association,254800,10100,22.2,0.9
E12000002,North West,2012,Rented.from.Local.Authority.or.Housing.Association,408700,16100,16.7,0.7
E12000003,Yorkshire and The Humber,2012,Rented.from.Local.Authority.or.Housing.Association,389700,16500,17.2,0.7
E12000004,East Midlands,2012,Rented.from.Local.Authority.or.Housing.Association,291800,17700,14.9,0.9
E12000005,West Midlands,2012,Rented.from.Local.Authority.or.Housing.Association,416600,17600,17.7,0.7
E12000006,East of England,2012,Rented.from.Local.Authority.or.Housing.Association,372100,19500,14.8,0.8
E12000007,London,2012,Rented.from.Local.Authority.or.Housing.Association,749300,26700,22.3,0.8
E12000008,South East,2012,Rented.from.Local.Authority.or.Housing.Association,427200,19100,11.7,0.5
E12000009,South West,2012,Rented.from.Local.Authority.or.Housing.Association,271700,14000,11.7,0.6
W92000004,Wales,2012,Rented.from.Local.Authority.or.Housing.Association,202100,7600,15.1,0.6
S92000003,Scotland,2012,Rented.from.Local.Authority.or.Housing.Association,528800,14800,21.6,0.6
N92000002,Northern Ireland,2012,Rented.from.Local.Authority.or.Housing.Association,117200,10300,15.6,1.4
K02000001,UK,2012,Rented.from.Local.Authority.or.Housing.Association,4430000,54500,16.7,0.2
E09000001,City of London,2011,Rented.from.Local.Authority.or.Housing.Association,-,-,-,-
E09000002,Barking and Dagenham,2011,Rented.from.Local.Authority.or.Housing.Association,20700,3500,30.7,5.1
E09000003,Barnet,2011,Rented.from.Local.Authority.or.Housing.Association,15100,4700,10.6,3.3
E09000004,Bexley,2011,Rented.from.Local.Authority.or.Housing.Association,11600,3200,11.9,3.3
E09000005,Brent,2011,Rented.from.Local.Authority.or.Housing.Association,25500,4600,24.9,4.5
E09000006,Bromley,2011,Rented.from.Local.Authority.or.Housing.Association,18000,4700,13.3,3.5
E09000007,Camden,2011,Rented.from.Local.Authority.or.Housing.Association,36300,5300,33.4,4.8
E09000008,Croydon,2011,Rented.from.Local.Authority.or.Housing.Association,21900,5300,14.8,3.5
E09000009,Ealing,2011,Rented.from.Local.Authority.or.Housing.Association,16400,4900,13.8,4.1
E09000010,Enfield,2011,Rented.from.Local.Authority.or.Housing.Association,22300,5300,17.6,4.2
E09000011,Greenwich,2011,Rented.from.Local.Authority.or.Housing.Association,31300,5300,29.3,5
E09000012,Hackney,2011,Rented.from.Local.Authority.or.Housing.Association,45600,5800,40.7,5.2
E09000013,Hammersmith and Fulham,2011,Rented.from.Local.Authority.or.Housing.Association,24800,3800,32.9,5.1
E09000014,Haringey,2011,Rented.from.Local.Authority.or.Housing.Association,24400,4200,25,4.2
E09000015,Harrow,2011,Rented.from.Local.Authority.or.Housing.Association,6800,2600,7.6,2.9
E09000016,Havering,2011,Rented.from.Local.Authority.or.Housing.Association,12500,3600,12.4,3.5
E09000017,Hillingdon,2011,Rented.from.Local.Authority.or.Housing.Association,19600,4500,18.5,4.2
E09000018,Hounslow,2011,Rented.from.Local.Authority.or.Housing.Association,20100,4800,21.2,5.1
E09000019,Islington,2011,Rented.from.Local.Authority.or.Housing.Association,37300,5200,36,5
E09000020,Kensington and Chelsea,2011,Rented.from.Local.Authority.or.Housing.Association,23600,3200,34.2,4.6
E09000021,Kingston upon Thames,2011,Rented.from.Local.Authority.or.Housing.Association,8700,2500,13.3,3.8
E09000022,Lambeth,2011,Rented.from.Local.Authority.or.Housing.Association,44400,7700,32.7,5.7
E09000023,Lewisham,2011,Rented.from.Local.Authority.or.Housing.Association,34700,5800,28.9,4.8
E09000024,Merton,2011,Rented.from.Local.Authority.or.Housing.Association,12000,3400,14.5,4
E09000025,Newham,2011,Rented.from.Local.Authority.or.Housing.Association,26800,5600,23.4,4.9
E09000026,Redbridge,2011,Rented.from.Local.Authority.or.Housing.Association,8300,2800,8.4,2.8
E09000027,Richmond upon Thames,2011,Rented.from.Local.Authority.or.Housing.Association,7000,2500,8.7,3.1
E09000028,Southwark,2011,Rented.from.Local.Authority.or.Housing.Association,49900,6400,38.8,5
E09000029,Sutton,2011,Rented.from.Local.Authority.or.Housing.Association,8900,2800,11.2,3.6
E09000030,Tower Hamlets,2011,Rented.from.Local.Authority.or.Housing.Association,42800,6400,36.5,5.5
E09000031,Waltham Forest,2011,Rented.from.Local.Authority.or.Housing.Association,17800,4400,18.7,4.6
E09000032,Wandsworth,2011,Rented.from.Local.Authority.or.Housing.Association,18100,5100,14.4,4.1
E09000033,Westminster,2011,Rented.from.Local.Authority.or.Housing.Association,34600,5000,32.6,4.7
E13000001,Inner London,2011,Rented.from.Local.Authority.or.Housing.Association,443400,19400,31.3,1.4
E13000002,Outer London,2011,Rented.from.Local.Authority.or.Housing.Association,304400,17600,15.7,0.9
E12000001,North East,2011,Rented.from.Local.Authority.or.Housing.Association,254800,10100,22.2,0.9
E12000002,North West,2011,Rented.from.Local.Authority.or.Housing.Association,408700,16100,16.7,0.7
E12000003,Yorkshire and The Humber,2011,Rented.from.Local.Authority.or.Housing.Association,389700,16500,17.2,0.7
E12000004,East Midlands,2011,Rented.from.Local.Authority.or.Housing.Association,291800,17700,14.9,0.9
E12000005,West Midlands,2011,Rented.from.Local.Authority.or.Housing.Association,416600,17600,17.7,0.7
E12000006,East of England,2011,Rented.from.Local.Authority.or.Housing.Association,372100,19500,14.8,0.8
E12000007,London,2011,Rented.from.Local.Authority.or.Housing.Association,749300,26700,22.3,0.8
E12000008,South East,2011,Rented.from.Local.Authority.or.Housing.Association,427200,19100,11.7,0.5
E12000009,South West,2011,Rented.from.Local.Authority.or.Housing.Association,271700,14000,11.7,0.6
W92000004,Wales,2011,Rented.from.Local.Authority.or.Housing.Association,202100,7600,15.1,0.6
S92000003,Scotland,2011,Rented.from.Local.Authority.or.Housing.Association,528800,14800,21.6,0.6
N92000002,Northern Ireland,2011,Rented.from.Local.Authority.or.Housing.Association,117200,10300,15.6,1.4
K02000001,UK,2011,Rented.from.Local.Authority.or.Housing.Association,4430000,54500,16.7,0.2
E09000001,City of London,2010,Rented.from.Local.Authority.or.Housing.Association,-,-,-,-
E09000002,Barking and Dagenham,2010,Rented.from.Local.Authority.or.Housing.Association,20700,3500,30.7,5.1
E09000003,Barnet,2010,Rented.from.Local.Authority.or.Housing.Association,15100,4700,10.6,3.3
E09000004,Bexley,2010,Rented.from.Local.Authority.or.Housing.Association,11600,3200,11.9,3.3
E09000005,Brent,2010,Rented.from.Local.Authority.or.Housing.Association,25500,4600,24.9,4.5
E09000006,Bromley,2010,Rented.from.Local.Authority.or.Housing.Association,18000,4700,13.3,3.5
E09000007,Camden,2010,Rented.from.Local.Authority.or.Housing.Association,36300,5300,33.4,4.8
E09000008,Croydon,2010,Rented.from.Local.Authority.or.Housing.Association,21900,5300,14.8,3.5
E09000009,Ealing,2010,Rented.from.Local.Authority.or.Housing.Association,16400,4900,13.8,4.1
E09000010,Enfield,2010,Rented.from.Local.Authority.or.Housing.Association,22300,5300,17.6,4.2
E09000011,Greenwich,2010,Rented.from.Local.Authority.or.Housing.Association,31300,5300,29.3,5
E09000012,Hackney,2010,Rented.from.Local.Authority.or.Housing.Association,45600,5800,40.7,5.2
E09000013,Hammersmith and Fulham,2010,Rented.from.Local.Authority.or.Housing.Association,24800,3800,32.9,5.1
E09000014,Haringey,2010,Rented.from.Local.Authority.or.Housing.Association,24400,4200,25,4.2
E09000015,Harrow,2010,Rented.from.Local.Authority.or.Housing.Association,6800,2600,7.6,2.9
E09000016,Havering,2010,Rented.from.Local.Authority.or.Housing.Association,12500,3600,12.4,3.5
E09000017,Hillingdon,2010,Rented.from.Local.Authority.or.Housing.Association,19600,4500,18.5,4.2
E09000018,Hounslow,2010,Rented.from.Local.Authority.or.Housing.Association,20100,4800,21.2,5.1
E09000019,Islington,2010,Rented.from.Local.Authority.or.Housing.Association,37300,5200,36,5
E09000020,Kensington and Chelsea,2010,Rented.from.Local.Authority.or.Housing.Association,23600,3200,34.2,4.6
E09000021,Kingston upon Thames,2010,Rented.from.Local.Authority.or.Housing.Association,8700,2500,13.3,3.8
E09000022,Lambeth,2010,Rented.from.Local.Authority.or.Housing.Association,44400,7700,32.7,5.7
E09000023,Lewisham,2010,Rented.from.Local.Authority.or.Housing.Association,34700,5800,28.9,4.8
E09000024,Merton,2010,Rented.from.Local.Authority.or.Housing.Association,12000,3400,14.5,4
E09000025,Newham,2010,Rented.from.Local.Authority.or.Housing.Association,26800,5600,23.4,4.9
E09000026,Redbridge,2010,Rented.from.Local.Authority.or.Housing.Association,8300,2800,8.4,2.8
E09000027,Richmond upon Thames,2010,Rented.from.Local.Authority.or.Housing.Association,7000,2500,8.7,3.1
E09000028,Southwark,2010,Rented.from.Local.Authority.or.Housing.Association,49900,6400,38.8,5
E09000029,Sutton,2010,Rented.from.Local.Authority.or.Housing.Association,8900,2800,11.2,3.6
E09000030,Tower Hamlets,2010,Rented.from.Local.Authority.or.Housing.Association,42800,6400,36.5,5.5
E09000031,Waltham Forest,2010,Rented.from.Local.Authority.or.Housing.Association,17800,4400,18.7,4.6
E09000032,Wandsworth,2010,Rented.from.Local.Authority.or.Housing.Association,18100,5100,14.4,4.1
E09000033,Westminster,2010,Rented.from.Local.Authority.or.Housing.Association,34600,5000,32.6,4.7
E13000001,Inner London,2010,Rented.from.Local.Authority.or.Housing.Association,443400,19400,31.3,1.4
E13000002,Outer London,2010,Rented.from.Local.Authority.or.Housing.Association,304400,17600,15.7,0.9
E12000001,North East,2010,Rented.from.Local.Authority.or.Housing.Association,254800,10100,22.2,0.9
E12000002,North West,2010,Rented.from.Local.Authority.or.Housing.Association,408700,16100,16.7,0.7
E12000003,Yorkshire and The Humber,2010,Rented.from.Local.Authority.or.Housing.Association,389700,16500,17.2,0.7
E12000004,East Midlands,2010,Rented.from.Local.Authority.or.Housing.Association,291800,17700,14.9,0.9
E12000005,West Midlands,2010,Rented.from.Local.Authority.or.Housing.Association,416600,17600,17.7,0.7
E12000006,East of England,2010,Rented.from.Local.Authority.or.Housing.Association,372100,19500,14.8,0.8
E12000007,London,2010,Rented.from.Local.Authority.or.Housing.Association,749300,26700,22.3,0.8
E12000008,South East,2010,Rented.from.Local.Authority.or.Housing.Association,427200,19100,11.7,0.5
E12000009,South West,2010,Rented.from.Local.Authority.or.Housing.Association,271700,14000,11.7,0.6
W92000004,Wales,2010,Rented.from.Local.Authority.or.Housing.Association,202100,7600,15.1,0.6
S92000003,Scotland,2010,Rented.from.Local.Authority.or.Housing.Association,528800,14800,21.6,0.6
N92000002,Northern Ireland,2010,Rented.from.Local.Authority.or.Housing.Association,117200,10300,15.6,1.4
K02000001,UK,2010,Rented.from.Local.Authority.or.Housing.Association,4430000,54500,16.7,0.2
E09000001,City of London,2009,Rented.from.Local.Authority.or.Housing.Association,-,-,-,-
E09000002,Barking and Dagenham,2009,Rented.from.Local.Authority.or.Housing.Association,20700,3500,30.7,5.1
E09000003,Barnet,2009,Rented.from.Local.Authority.or.Housing.Association,15100,4700,10.6,3.3
E09000004,Bexley,2009,Rented.from.Local.Authority.or.Housing.Association,11600,3200,11.9,3.3
E09000005,Brent,2009,Rented.from.Local.Authority.or.Housing.Association,25500,4600,24.9,4.5
E09000006,Bromley,2009,Rented.from.Local.Authority.or.Housing.Association,18000,4700,13.3,3.5
E09000007,Camden,2009,Rented.from.Local.Authority.or.Housing.Association,36300,5300,33.4,4.8
E09000008,Croydon,2009,Rented.from.Local.Authority.or.Housing.Association,21900,5300,14.8,3.5
E09000009,Ealing,2009,Rented.from.Local.Authority.or.Housing.Association,16400,4900,13.8,4.1
E09000010,Enfield,2009,Rented.from.Local.Authority.or.Housing.Association,22300,5300,17.6,4.2
E09000011,Greenwich,2009,Rented.from.Local.Authority.or.Housing.Association,31300,5300,29.3,5
E09000012,Hackney,2009,Rented.from.Local.Authority.or.Housing.Association,45600,5800,40.7,5.2
E09000013,Hammersmith and Fulham,2009,Rented.from.Local.Authority.or.Housing.Association,24800,3800,32.9,5.1
E09000014,Haringey,2009,Rented.from.Local.Authority.or.Housing.Association,24400,4200,25,4.2
E09000015,Harrow,2009,Rented.from.Local.Authority.or.Housing.Association,6800,2600,7.6,2.9
E09000016,Havering,2009,Rented.from.Local.Authority.or.Housing.Association,12500,3600,12.4,3.5
E09000017,Hillingdon,2009,Rented.from.Local.Authority.or.Housing.Association,19600,4500,18.5,4.2
E09000018,Hounslow,2009,Rented.from.Local.Authority.or.Housing.Association,20100,4800,21.2,5.1
E09000019,Islington,2009,Rented.from.Local.Authority.or.Housing.Association,37300,5200,36,5
E09000020,Kensington and Chelsea,2009,Rented.from.Local.Authority.or.Housing.Association,23600,3200,34.2,4.6
E09000021,Kingston upon Thames,2009,Rented.from.Local.Authority.or.Housing.Association,8700,2500,13.3,3.8
E09000022,Lambeth,2009,Rented.from.Local.Authority.or.Housing.Association,44400,7700,32.7,5.7
E09000023,Lewisham,2009,Rented.from.Local.Authority.or.Housing.Association,34700,5800,28.9,4.8
E09000024,Merton,2009,Rented.from.Local.Authority.or.Housing.Association,12000,3400,14.5,4
E09000025,Newham,2009,Rented.from.Local.Authority.or.Housing.Association,26800,5600,23.4,4.9
E09000026,Redbridge,2009,Rented.from.Local.Authority.or.Housing.Association,8300,2800,8.4,2.8
E09000027,Richmond upon Thames,2009,Rented.from.Local.Authority.or.Housing.Association,7000,2500,8.7,3.1
E09000028,Southwark,2009,Rented.from.Local.Authority.or.Housing.Association,49900,6400,38.8,5
E09000029,Sutton,2009,Rented.from.Local.Authority.or.Housing.Association,8900,2800,11.2,3.6
E09000030,Tower Hamlets,2009,Rented.from.Local.Authority.or.Housing.Association,42800,6400,36.5,5.5
E09000031,Waltham Forest,2009,Rented.from.Local.Authority.or.Housing.Association,17800,4400,18.7,4.6
E09000032,Wandsworth,2009,Rented.from.Local.Authority.or.Housing.Association,18100,5100,14.4,4.1
E09000033,Westminster,2009,Rented.from.Local.Authority.or.Housing.Association,34600,5000,32.6,4.7
E13000001,Inner London,2009,Rented.from.Local.Authority.or.Housing.Association,443400,19400,31.3,1.4
E13000002,Outer London,2009,Rented.from.Local.Authority.or.Housing.Association,304400,17600,15.7,0.9
E12000001,North East,2009,Rented.from.Local.Authority.or.Housing.Association,254800,10100,22.2,0.9
E12000002,North West,2009,Rented.from.Local.Authority.or.Housing.Association,408700,16100,16.7,0.7
E12000003,Yorkshire and The Humber,2009,Rented.from.Local.Authority.or.Housing.Association,389700,16500,17.2,0.7
E12000004,East Midlands,2009,Rented.from.Local.Authority.or.Housing.Association,291800,17700,14.9,0.9
E12000005,West Midlands,2009,Rented.from.Local.Authority.or.Housing.Association,416600,17600,17.7,0.7
E12000006,East of England,2009,Rented.from.Local.Authority.or.Housing.Association,372100,19500,14.8,0.8
E12000007,London,2009,Rented.from.Local.Authority.or.Housing.Association,749300,26700,22.3,0.8
E12000008,South East,2009,Rented.from.Local.Authority.or.Housing.Association,427200,19100,11.7,0.5
E12000009,South West,2009,Rented.from.Local.Authority.or.Housing.Association,271700,14000,11.7,0.6
W92000004,Wales,2009,Rented.from.Local.Authority.or.Housing.Association,202100,7600,15.1,0.6
S92000003,Scotland,2009,Rented.from.Local.Authority.or.Housing.Association,528800,14800,21.6,0.6
N92000002,Northern Ireland,2009,Rented.from.Local.Authority.or.Housing.Association,117200,10300,15.6,1.4
K02000001,UK,2009,Rented.from.Local.Authority.or.Housing.Association,4430000,54500,16.7,0.2
E09000001,City of London,2008,Rented.from.Local.Authority.or.Housing.Association,-,-,-,-
E09000002,Barking and Dagenham,2008,Rented.from.Local.Authority.or.Housing.Association,20700,3500,30.7,5.1
E09000003,Barnet,2008,Rented.from.Local.Authority.or.Housing.Association,15100,4700,10.6,3.3
E09000004,Bexley,2008,Rented.from.Local.Authority.or.Housing.Association,11600,3200,11.9,3.3
E09000005,Brent,2008,Rented.from.Local.Authority.or.Housing.Association,25500,4600,24.9,4.5
E09000006,Bromley,2008,Rented.from.Local.Authority.or.Housing.Association,18000,4700,13.3,3.5
E09000007,Camden,2008,Rented.from.Local.Authority.or.Housing.Association,36300,5300,33.4,4.8
E09000008,Croydon,2008,Rented.from.Local.Authority.or.Housing.Association,21900,5300,14.8,3.5
E09000009,Ealing,2008,Rented.from.Local.Authority.or.Housing.Association,16400,4900,13.8,4.1
E09000010,Enfield,2008,Rented.from.Local.Authority.or.Housing.Association,22300,5300,17.6,4.2
E09000011,Greenwich,2008,Rented.from.Local.Authority.or.Housing.Association,31300,5300,29.3,5
E09000012,Hackney,2008,Rented.from.Local.Authority.or.Housing.Association,45600,5800,40.7,5.2
E09000013,Hammersmith and Fulham,2008,Rented.from.Local.Authority.or.Housing.Association,24800,3800,32.9,5.1
E09000014,Haringey,2008,Rented.from.Local.Authority.or.Housing.Association,24400,4200,25,4.2
E09000015,Harrow,2008,Rented.from.Local.Authority.or.Housing.Association,6800,2600,7.6,2.9
E09000016,Havering,2008,Rented.from.Local.Authority.or.Housing.Association,12500,3600,12.4,3.5
E09000017,Hillingdon,2008,Rented.from.Local.Authority.or.Housing.Association,19600,4500,18.5,4.2
E09000018,Hounslow,2008,Rented.from.Local.Authority.or.Housing.Association,20100,4800,21.2,5.1
E09000019,Islington,2008,Rented.from.Local.Authority.or.Housing.Association,37300,5200,36,5
E09000020,Kensington and Chelsea,2008,Rented.from.Local.Authority.or.Housing.Association,23600,3200,34.2,4.6
E09000021,Kingston upon Thames,2008,Rented.from.Local.Authority.or.Housing.Association,8700,2500,13.3,3.8
E09000022,Lambeth,2008,Rented.from.Local.Authority.or.Housing.Association,44400,7700,32.7,5.7
E09000023,Lewisham,2008,Rented.from.Local.Authority.or.Housing.Association,34700,5800,28.9,4.8
E09000024,Merton,2008,Rented.from.Local.Authority.or.Housing.Association,12000,3400,14.5,4
E09000025,Newham,2008,Rented.from.Local.Authority.or.Housing.Association,26800,5600,23.4,4.9
E09000026,Redbridge,2008,Rented.from.Local.Authority.or.Housing.Association,8300,2800,8.4,2.8
E09000027,Richmond upon Thames,2008,Rented.from.Local.Authority.or.Housing.Association,7000,2500,8.7,3.1
E09000028,Southwark,2008,Rented.from.Local.Authority.or.Housing.Association,49900,6400,38.8,5
E09000029,Sutton,2008,Rented.from.Local.Authority.or.Housing.Association,8900,2800,11.2,3.6
E09000030,Tower Hamlets,2008,Rented.from.Local.Authority.or.Housing.Association,42800,6400,36.5,5.5
E09000031,Waltham Forest,2008,Rented.from.Local.Authority.or.Housing.Association,17800,4400,18.7,4.6
E09000032,Wandsworth,2008,Rented.from.Local.Authority.or.Housing.Association,18100,5100,14.4,4.1
E09000033,Westminster,2008,Rented.from.Local.Authority.or.Housing.Association,34600,5000,32.6,4.7
E13000001,Inner London,2008,Rented.from.Local.Authority.or.Housing.Association,443400,19400,31.3,1.4
E13000002,Outer London,2008,Rented.from.Local.Authority.or.Housing.Association,304400,17600,15.7,0.9
E12000001,North East,2008,Rented.from.Local.Authority.or.Housing.Association,254800,10100,22.2,0.9
E12000002,North West,2008,Rented.from.Local.Authority.or.Housing.Association,408700,16100,16.7,0.7
E12000003,Yorkshire and The Humber,2008,Rented.from.Local.Authority.or.Housing.Association,389700,16500,17.2,0.7
E12000004,East Midlands,2008,Rented.from.Local.Authority.or.Housing.Association,291800,17700,14.9,0.9
E12000005,West Midlands,2008,Rented.from.Local.Authority.or.Housing.Association,416600,17600,17.7,0.7
E12000006,East of England,2008,Rented.from.Local.Authority.or.Housing.Association,372100,19500,14.8,0.8
E12000007,London,2008,Rented.from.Local.Authority.or.Housing.Association,749300,26700,22.3,0.8
E12000008,South East,2008,Rented.from.Local.Authority.or.Housing.Association,427200,19100,11.7,0.5
E12000009,South West,2008,Rented.from.Local.Authority.or.Housing.Association,271700,14000,11.7,0.6
W92000004,Wales,2008,Rented.from.Local.Authority.or.Housing.Association,202100,7600,15.1,0.6
S92000003,Scotland,2008,Rented.from.Local.Authority.or.Housing.Association,528800,14800,21.6,0.6
N92000002,Northern Ireland,2008,Rented.from.Local.Authority.or.Housing.Association,117200,10300,15.6,1.4
K02000001,UK,2008,Rented.from.Local.Authority.or.Housing.Association,4430000,54500,16.7,0.2
E09000001,City of London,2007,Rented.from.Local.Authority.or.Housing.Association,-,-,-,-
E09000002,Barking and Dagenham,2007,Rented.from.Local.Authority.or.Housing.Association,20700,3500,30.7,5.1
E09000003,Barnet,2007,Rented.from.Local.Authority.or.Housing.Association,15100,4700,10.6,3.3
E09000004,Bexley,2007,Rented.from.Local.Authority.or.Housing.Association,11600,3200,11.9,3.3
E09000005,Brent,2007,Rented.from.Local.Authority.or.Housing.Association,25500,4600,24.9,4.5
E09000006,Bromley,2007,Rented.from.Local.Authority.or.Housing.Association,18000,4700,13.3,3.5
E09000007,Camden,2007,Rented.from.Local.Authority.or.Housing.Association,36300,5300,33.4,4.8
E09000008,Croydon,2007,Rented.from.Local.Authority.or.Housing.Association,21900,5300,14.8,3.5
E09000009,Ealing,2007,Rented.from.Local.Authority.or.Housing.Association,16400,4900,13.8,4.1
E09000010,Enfield,2007,Rented.from.Local.Authority.or.Housing.Association,22300,5300,17.6,4.2
E09000011,Greenwich,2007,Rented.from.Local.Authority.or.Housing.Association,31300,5300,29.3,5
E09000012,Hackney,2007,Rented.from.Local.Authority.or.Housing.Association,45600,5800,40.7,5.2
E09000013,Hammersmith and Fulham,2007,Rented.from.Local.Authority.or.Housing.Association,24800,3800,32.9,5.1
E09000014,Haringey,2007,Rented.from.Local.Authority.or.Housing.Association,24400,4200,25,4.2
E09000015,Harrow,2007,Rented.from.Local.Authority.or.Housing.Association,6800,2600,7.6,2.9
E09000016,Havering,2007,Rented.from.Local.Authority.or.Housing.Association,12500,3600,12.4,3.5
E09000017,Hillingdon,2007,Rented.from.Local.Authority.or.Housing.Association,19600,4500,18.5,4.2
E09000018,Hounslow,2007,Rented.from.Local.Authority.or.Housing.Association,20100,4800,21.2,5.1
E09000019,Islington,2007,Rented.from.Local.Authority.or.Housing.Association,37300,5200,36,5
E09000020,Kensington and Chelsea,2007,Rented.from.Local.Authority.or.Housing.Association,23600,3200,34.2,4.6
E09000021,Kingston upon Thames,2007,Rented.from.Local.Authority.or.Housing.Association,8700,2500,13.3,3.8
E09000022,Lambeth,2007,Rented.from.Local.Authority.or.Housing.Association,44400,7700,32.7,5.7
E09000023,Lewisham,2007,Rented.from.Local.Authority.or.Housing.Association,34700,5800,28.9,4.8
E09000024,Merton,2007,Rented.from.Local.Authority.or.Housing.Association,12000,3400,14.5,4
E09000025,Newham,2007,Rented.from.Local.Authority.or.Housing.Association,26800,5600,23.4,4.9
E09000026,Redbridge,2007,Rented.from.Local.Authority.or.Housing.Association,8300,2800,8.4,2.8
E09000027,Richmond upon Thames,2007,Rented.from.Local.Authority.or.Housing.Association,7000,2500,8.7,3.1
E09000028,Southwark,2007,Rented.from.Local.Authority.or.Housing.Association,49900,6400,38.8,5
E09000029,Sutton,2007,Rented.from.Local.Authority.or.Housing.Association,8900,2800,11.2,3.6
E09000030,Tower Hamlets,2007,Rented.from.Local.Authority.or.Housing.Association,42800,6400,36.5,5.5
E09000031,Waltham Forest,2007,Rented.from.Local.Authority.or.Housing.Association,17800,4400,18.7,4.6
E09000032,Wandsworth,2007,Rented.from.Local.Authority.or.Housing.Association,18100,5100,14.4,4.1
E09000033,Westminster,2007,Rented.from.Local.Authority.or.Housing.Association,34600,5000,32.6,4.7
E13000001,Inner London,2007,Rented.from.Local.Authority.or.Housing.Association,443400,19400,31.3,1.4
E13000002,Outer London,2007,Rented.from.Local.Authority.or.Housing.Association,304400,17600,15.7,0.9
E12000001,North East,2007,Rented.from.Local.Authority.or.Housing.Association,254800,10100,22.2,0.9
E12000002,North West,2007,Rented.from.Local.Authority.or.Housing.Association,408700,16100,16.7,0.7
E12000003,Yorkshire and The Humber,2007,Rented.from.Local.Authority.or.Housing.Association,389700,16500,17.2,0.7
